elementId	reviewGroup	decisionStatus	targetCategory	roles	disposition	rationale	replacement	migrationGuideAnchor	ownerPhase	notes
method:org.hibernate.dialect.Dialect#getForeignKeyExporter()	DDL_AND_SCHEMA	APPROVED	SPI	USE,IMPLEMENT,SUPPLY	RETAIN	Provider Dialects supply foreign-key DDL behavior and may delegate supported database versions to Hibernate's inherited standard exporter.			Phase 5	Two community overrides and six consumers were observed, including provider super-delegation; retain the strategy and provide a supported standard family base or composable renderer.
method:org.hibernate.dialect.Dialect#getTemporaryTableExporter()	DDL_AND_SCHEMA	APPROVED	SPI	IMPLEMENT,SUPPLY	RETAIN	Provider Dialects may supply runtime temporary-table create, drop, and truncate rendering independently of the selected temporary-table lifecycle strategy.			Phase 5	No in-repository override and three runtime consumers were observed; retain the explicit strategy boundary, move it to a temporary-table SPI package, audit TemporaryTable and session signature types, and provide supported standard composition.
method:org.hibernate.dialect.Dialect#getUniqueDelegate()	DDL_AND_SCHEMA	APPROVED	SPI	IMPLEMENT,SUPPLY	RETAIN	Provider Dialects supply the coherent column-level, table-level, and alter-table strategy for unique constraints.			Phase 5	Twenty-one overrides and four consumers were observed; move UniqueDelegate to unique.spi and expose supported standard factories, bases, or composition while keeping concrete built-in leaves internal where appropriate.
method:org.hibernate.dialect.Dialect#getAuxiliaryDatabaseObjectExporter()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	AuxiliaryDatabaseObject already supplies its own create and drop SQL, leaving the standard exporter with no database-dependent behavior for a Dialect to customize.	Direct internal use of the standard AuxiliaryDatabaseObject-to-Exporter adapter		Phase 5	No override and four schema-management consumers were observed; remove the redundant Dialect getter while preserving supported custom AuxiliaryDatabaseObject definitions and add a Migration Guide note.
method:org.hibernate.dialect.Dialect#getUniqueKeyExporter()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	The standard unique-key exporter is only an adapter which delegates every operation to the independently supplied UniqueDelegate.	getUniqueDelegate(), with an internal standard Exporter adapter		Phase 5	No override and two schema-management consumers were observed; remove the duplicate supplier, route schema management through the standard adapter and supported UniqueDelegate, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getCreateIndexString(boolean)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The CREATE INDEX command prefix is one part of the index-DDL rendering policy shared by the standard index exporter and unique-index delegate.	A supported composable IndexDdlSupport strategy supplied by the Dialect		Phase 5	Seven overrides and two consumers were observed; preserve provider variation through the strategy, provide standard create and create-unique behavior, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getCreateIndexTail(boolean,java.util.List)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The index tail is a context-dependent rendering operation belonging with the create prefix and index-name qualification policy rather than directly on Dialect.	IndexDdlSupport renderCreateTail() using a focused immutable request exposing uniqueness and supported column views		Phase 5	Eight overrides and one unique-index consumer were observed; replace the raw List<Column> signature with a focused supported request, preserve family composition, and test null-distinct and column-dependent variants.
method:org.hibernate.dialect.Dialect#qualifyIndexName()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Index-name qualification is an option of the same shared index-DDL policy used during both creation and removal.	IndexDdlSupport index-name qualification policy		Phase 5	Eighteen overrides and four consumers were observed, including a community exporter; preserve provider USE through the strategy and test qualified and unqualified create and drop commands.
method:org.hibernate.dialect.Dialect#supportsIfExistsAfterAlterTable()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	IF EXISTS placement for the target of ALTER TABLE is one context of a coherent DDL existence-check policy.	An immutable supported IfExistsSupport profile with ALTER_TABLE target placement		Phase 5	Eleven overrides and one Dialect command-building consumer were observed; preserve provider configuration and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsIfExistsBeforeTableName()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The before-table-name Boolean is mutually exclusive with the after-table-name Boolean and should be represented by one placement value.	IfExistsSupport DROP_TABLE placement using ExistenceCheckPlacement.NONE, BEFORE_NAME, or AFTER_NAME		Phase 5	Twenty-three overrides and five consumers were observed, including provider delegation; preserve provider USE and test every placement without contradictory states.
method:org.hibernate.dialect.Dialect#supportsIfExistsAfterTableName()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The after-table-name Boolean is the alternate value of the same dropped-table existence-check placement.	IfExistsSupport DROP_TABLE placement AFTER_NAME		Phase 5	Four overrides and two production consumers were observed; migrate H2 and HSQL family derivation to one explicit placement and reject contradictory configuration structurally.
method:org.hibernate.dialect.Dialect#supportsIfExistsBeforeConstraintName()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The before-constraint-name Boolean is mutually exclusive with the after-constraint-name Boolean and is shared by unique and foreign-key removal.	IfExistsSupport DROP_CONSTRAINT placement using ExistenceCheckPlacement		Phase 5	Thirteen overrides and three consumers were observed, including provider delegation; preserve use by UniqueDelegate and foreign-key exporters and test both constraint kinds.
method:org.hibernate.dialect.Dialect#supportsIfExistsAfterConstraintName()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The after-constraint-name Boolean is the alternate placement for the same DROP CONSTRAINT behavior.	IfExistsSupport DROP_CONSTRAINT placement AFTER_NAME		Phase 5	No override and two consumers were observed; retain the supported possibility without a redundant independently configurable Boolean.
method:org.hibernate.dialect.Dialect#supportsIfExistsBeforeIndexName()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	DROP INDEX existence-check placement belongs with table and constraint placement and should allow future after-name syntax without another Dialect method.	IfExistsSupport DROP_INDEX placement using ExistenceCheckPlacement		Phase 5	Seven overrides and one unique-index-delegate consumer were observed; preserve provider configuration and test interaction with qualified index naming.
method:org.hibernate.dialect.Dialect#canDisableConstraints()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	A Boolean cannot distinguish global constraint-check suspension from per-constraint disable and enable rendering, and currently permits missing command pairs.	A supported composable ConstraintControlSupport strategy with explicit NONE, GLOBAL, and PER_CONSTRAINT modes		Phase 5	Nine overrides and two schema-truncation consumers were observed; derive availability from the selected mode, preserve provider configuration, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getDisableConstraintsStatement()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The global disable statement is one half of GLOBAL constraint-control mode and is invalid without the corresponding enable statement.	ConstraintControlSupport GLOBAL mode disable command		Phase 5	Four overrides and one standard-cleaner consumer were observed; require a paired enable command and test before-cleaning execution order.
method:org.hibernate.dialect.Dialect#getEnableConstraintsStatement()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The global enable statement is the closing half of GLOBAL constraint-control mode and should be configured atomically with disabling.	ConstraintControlSupport GLOBAL mode enable command		Phase 5	Four overrides and one standard-cleaner consumer were observed; require a paired disable command and test after-cleaning execution even when appropriate failure handling is needed.
method:org.hibernate.dialect.Dialect#getDisableConstraintStatement(java.lang.String,java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Per-constraint disable SQL is a rendering operation of PER_CONSTRAINT mode rather than an independently nullable Dialect method.	ConstraintControlSupport PER_CONSTRAINT renderer with a focused table-and-constraint request		Phase 5	Five overrides and one standard-cleaner consumer were observed; replace positional String arguments with a supported immutable request and test quoted and qualified identifiers.
method:org.hibernate.dialect.Dialect#getEnableConstraintStatement(java.lang.String,java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Per-constraint enable SQL is the paired rendering operation of PER_CONSTRAINT mode and must not be independently absent.	ConstraintControlSupport PER_CONSTRAINT enable renderer		Phase 5	Five overrides and one standard-cleaner consumer were observed; require paired rendering behavior and test disable, truncate, and re-enable ordering.
method:org.hibernate.dialect.Dialect#canBatchTruncate()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Whether truncation accepts multiple table names is a mode of the truncate renderer and currently may disagree with the rendered statement list.	A supported composable TruncateSupport strategy with explicit PER_TABLE and MULTI_TABLE modes		Phase 5	Four overrides and three consumers were observed; derive schema-truncation planning from the strategy mode, preserve provider configuration, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getTruncateTableStatement(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Single-table truncate rendering is one operation of the coherent truncate strategy composed into the standard Cleaner family.	TruncateSupport rendering from a focused immutable table-name request		Phase 5	Seven overrides and three provider or Dialect consumers were observed, including super-delegation; preserve reusable standard prefix and suffix composition and test qualified names.
method:org.hibernate.dialect.Dialect#getTruncateTableStatements(java.lang.String[])	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Statement-list production is orchestration derived from truncate mode and rendering, not an independently overridable Dialect method.	TruncateSupport#renderStatements() returning an immutable ordered statement list		Phase 5	No override and one standard-cleaner consumer were observed; replace the mutable array boundary, validate nonempty requests as appropriate, and test per-table ordering and multi-table joining.
method:org.hibernate.dialect.Dialect#getBeforeDropStatement()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Commands executed before schema-object removal are lifecycle orchestration and should support an ordered command list rather than one nullable Dialect string.	An immutable supported SchemaDropSupport profile containing ordered pre-drop commands		Phase 5	Three PostgreSQL-family overrides and one schema-drop consumer were observed; preserve provider configuration, allow an empty immutable command list, and test execution before auxiliary objects, constraints, and tables.
method:org.hibernate.dialect.Dialect#dropConstraints()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Whether foreign keys and indexes are removed explicitly before tables is schema-drop planning policy consumed across the dropper and exporters.	SchemaDropSupport explicit dependent-object removal policy		Phase 5	Twenty overrides and two consumers were observed; preserve storage-engine and family variation, clarify the foreign-key and index scope, and test explicit-removal and implicit-table-drop paths.
method:org.hibernate.dialect.Dialect#getDropTableString(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	The deprecated complete-statement builder has no remaining caller or override and duplicates the retained table-exporter family plus IfExistsSupport and table-drop rendering composition.	getTableExporter() using supported table-drop composition and IfExistsSupport		Phase 5	No override or consumer was observed; remove directly, preserve equivalent standard exporter behavior, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getCreateTableString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The leading table-creation command is one part of table-definition rendering and should compose with the retained table exporter instead of remaining an isolated string hook on Dialect.	An immutable supported TableCreationSupport profile selecting the standard-table creation command		Phase 5	Three overrides and five consumers were observed; preserve configuration-dependent HANA and SingleStore commands, migrate the persistent-temporary-table consumer, and test composition with explicit table types and the retained table-type suffix hook.
method:org.hibernate.dialect.Dialect#getCreateMultisetTableString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Multiset creation is a semantic variant of the table-creation command, including an explicit fallback to the standard command, rather than an independent Dialect concern.	TableCreationSupport command selection for STANDARD and MULTISET table semantics		Phase 5	One Teradata override and one exporter consumer were observed; preserve the standard-command fallback and test primary-key-based selection without exposing exporter internals.
method:org.hibernate.dialect.Dialect#getCascadeConstraintsString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The cascade clause is table-drop rendering policy and belongs with the already-approved schema-drop composition rather than as a free-standing Dialect string hook.	SchemaDropSupport optional table-drop cascade clause		Phase 5	Eighteen overrides and three consumers were observed; preserve the leading-space-independent rendering semantics, migrate the standard exporter, and test dialect-family variation with and without explicit dependent-object removal.
method:org.hibernate.dialect.Dialect#getAlterTableString(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The complete ALTER TABLE prefix is shared rendering composition derived from the formatted table name and the already-approved existence-clause placement rather than an independently overridden Dialect method.	AlterTableSupport rendering from a focused table-name request composed with IfExistsSupport		Phase 5	No override and six schema-management consumers were observed, including provider unique-key composition; expose supported composition without retaining a redundant Dialect string method and test qualified names with and without IF EXISTS.
method:org.hibernate.dialect.Dialect#getAddColumnString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The add-column prefix is one half of the database-specific column-addition grammar and should be represented together with its paired suffix in the table-alter family.	An immutable supported AlterTableSupport column-addition composition containing prefix and suffix		Phase 5	Twelve overrides and two consumers were observed, including version-selected Teradata behavior; preserve configuration and family variation and test ADD COLUMN, ADD, and parenthesized forms.
method:org.hibernate.dialect.Dialect#getAddColumnSuffixString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The suffix has meaning only in combination with the add-column prefix and full rendered column declaration, so an independent override permits invalid pairings.	AlterTableSupport paired column-addition suffix		Phase 5	Three overrides and one table-migrator consumer were observed; preserve HANA and Altibase paired parentheses and test the empty standard suffix.
method:org.hibernate.dialect.Dialect#hasAlterTable()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Despite its name, this Boolean is consumed only as the availability gate for adding and dropping foreign-key constraints after table creation; it does not describe general ALTER TABLE support.	ForeignKeySupport explicit alter-table constraint availability		Phase 5	Two community overrides and three schema-management consumers were observed; preserve the disabled IRIS and SQLite paths, remove the misleading general capability name, and test suppression of foreign-key export and migration.
method:org.hibernate.dialect.Dialect#getAddForeignKeyConstraintString(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],boolean)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The parallel arrays and Boolean encode a structured foreign-key definition through an error-prone positional contract and expose rendering as a fragment detached from its feature family.	ForeignKeySupport rendering from an immutable structured ForeignKeyConstraintRequest		Phase 5	Ten overrides and three consumers were observed; the request carries the rendered constraint name, source columns, referenced table, target semantics, and target columns without parallel-array ambiguity, and tests preserve super-delegation and non-primary-key references.
method:org.hibernate.dialect.Dialect#getAddForeignKeyConstraintString(java.lang.String,java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	A mapping-supplied foreign-key definition is an alternate input form for the same add-constraint operation, not a separate Dialect override contract.	ForeignKeyConstraintRequest optional explicit definition rendered by ForeignKeySupport		Phase 5	Three community overrides and one exporter consumer were observed; use one request with mutually exclusive structured and explicit-definition forms, validate the shape, and test all existing custom-definition renderings.
method:org.hibernate.dialect.Dialect#getDropForeignKeyString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The drop-constraint fragment is foreign-key DDL composition and should be rendered with its constraint name and existence-clause placement rather than exposed as a context-free string.	ForeignKeySupport drop rendering from a focused constraint request composed with AlterTableSupport and IfExistsSupport		Phase 5	Five overrides and one exporter consumer were observed; preserve DROP CONSTRAINT and DROP FOREIGN KEY variants and test placement before and after the constraint name.
method:org.hibernate.dialect.Dialect#supportsCascadeDelete()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	A single Boolean currently controls both schema rendering of every ON DELETE action and runtime reliance on database-side cascading, obscuring which action is supported.	ForeignKeySupport explicit support query for each OnDeleteAction		Phase 5	Nine overrides and six schema or runtime consumers were observed; preserve existing all-or-none behavior as stock profiles while allowing action-specific capability, and test exporter rendering plus entity and collection cascade planning.
method:org.hibernate.dialect.Dialect#hasSelfReferentialForeignKeyBug()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	This runtime delete semantic belongs with foreign-key support and should state the required behavior rather than expose a historically named bug flag on Dialect.	ForeignKeySupport explicit self-referential delete behavior		Phase 5	Four overrides and one runtime nullifier consumer were observed; preserve storage-engine-dependent MySQL behavior and test delete-time nullification for normal and affected databases.
method:org.hibernate.dialect.Dialect#supportsCircularCascadeDeleteConstraints()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	The capability is never consumed, so retaining or relocating it would create an unsupported compatibility promise without affecting Hibernate behavior.			Phase 5	Six overrides and no consumers were observed; remove the overrides and method directly and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsUniqueConstraints()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Whether a logical unique key is represented as a constraint or unique index is selection policy already owned by the supplied UniqueDelegate family, not an independent Dialect Boolean.	A supported UniqueDelegate representation policy selecting a unique constraint or unique index for a focused request		Phase 5	Two overrides and two metadata or delegate consumers were observed; preserve Spanner index selection and nullable-column fallback, and ensure metadata binding and DDL rendering consult the same policy.
method:org.hibernate.dialect.Dialect#supportsNullsNotDistinctUniqueConstraints()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	NULLS NOT DISTINCT is a capability of unique-constraint rendering and should be declared by the strategy which renders the constraint.	UniqueDelegate family capability for NULLS NOT DISTINCT constraint semantics		Phase 5	Three overrides and one delegate consumer were observed; preserve H2 and PostgreSQL support and test requested syntax for supporting and non-supporting delegates.
method:org.hibernate.dialect.Dialect#getDropUniqueKeyString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The context-free drop fragment leaks one implementation detail of the unique-key strategy while the supplied UniqueDelegate already owns the complete add and drop operation.	Supported UniqueDelegate request-based unique-key drop rendering composed with AlterTableSupport and IfExistsSupport		Phase 5	Four overrides and one delegate consumer were observed; preserve DROP CONSTRAINT and DROP INDEX variants through supported delegate family bases or composition and test qualified names and existence-clause placement.
method:org.hibernate.dialect.Dialect#addPartitionKeyToPrimaryKey()	DDL_AND_SCHEMA	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Whether partition-key columns must participate in primary keys is a focused database semantic consumed while building ordinary and temporal-table primary keys and is naturally implemented by provider Dialects.			Phase 5	Five built-in overrides and two metadata consumers were observed; retain the focused hook instead of introducing a one-property support profile, preserve its incubating status as appropriate, and test ordinary and temporal history-table primary keys.
method:org.hibernate.dialect.Dialect#getAddPrimaryKeyConstraintString(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	Hibernate never adds a primary key with ALTER TABLE, so the rendering hook and its provider overrides do not participate in any supported behavior.			Phase 5	Five overrides and no consumers were observed; remove the method and overrides directly and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsColumnCheck()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	A Boolean for all column checks cannot express the distinct anonymous and named placement rules and must be interpreted together with two other capability methods.	CheckConstraintSupport explicit supported placements including ANONYMOUS_COLUMN and NAMED_COLUMN		Phase 5	Twelve overrides and four metadata or exporter consumers were observed; migrate placement as one profile, validate that named-column support implies column support, and test inline rendering and table-level hoisting.
method:org.hibernate.dialect.Dialect#supportsNamedColumnCheck()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Named-column support is a subtype of check-constraint placement and its default delegation to column support permits capability combinations which consumers must reconstruct procedurally.	CheckConstraintSupport NAMED_COLUMN placement capability		Phase 5	Three overrides and two DDL consumers were observed; preserve Informix and MariaDB behavior and test selection of the first named column constraint versus table-level rendering.
method:org.hibernate.dialect.Dialect#supportsTableCheck()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Table-level support is the third coupled placement decision and should be selected from the same immutable constraint profile.	CheckConstraintSupport TABLE placement capability		Phase 5	Four community overrides and four metadata or exporter consumers were observed; preserve unsupported databases and temporal-table behavior and test column-check hoisting only when table placement is available.
method:org.hibernate.dialect.Dialect#getCheckConstraintString(org.hibernate.mapping.CheckConstraint)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Rendering currently accepts a mutable mapping object and delegates part of the grammar to a second string-rewriting hook, coupling supported provider behavior to mapping internals and call order.	CheckConstraintSupport rendering from an immutable CheckConstraintRenderRequest containing placement, optional name, expression, and options		Phase 5	Three overrides and one mapping consumer were observed; preserve standard, Informix, and SQL Server grammar while removing CheckConstraint#constraintString(Dialect) coupling and test anonymous, named, column, and table forms.
method:org.hibernate.dialect.Dialect#appendCheckConstraintOptions(org.hibernate.mapping.CheckConstraint,java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Appending options to already-rendered SQL cannot represent dialects which place options before the expression and exposes an internal two-stage rendering protocol.	Single CheckConstraintSupport render operation over CheckConstraintRenderRequest		Phase 5	Six overrides and four renderer consumers were observed; preserve before-expression and trailing option placement through one strategy and test empty and nonempty options without exposing partially rendered SQL.
method:org.hibernate.dialect.Dialect#getNullColumnString()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The no-argument nullable-column fragment exists only as a fallback for the type-aware overload, requiring providers to choose between two overlapping override points.	ColumnDefinitionSupport nullable-column rendering from a type-aware immutable request		Phase 5	Six overrides and one delegating consumer were observed; migrate generic fragments as the default type-independent strategy and test empty, NULL, and database-specific nullable clauses.
method:org.hibernate.dialect.Dialect#getNullColumnString(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Nullable syntax can depend on the SQL type, but the raw string overload is one part of the larger column-definition grammar and duplicates the no-argument fallback contract.	ColumnDefinitionSupport single nullable-column renderer receiving the rendered SQL type		Phase 5	Three overrides and five consumers were observed; preserve MySQL and SingleStore TIMESTAMP behavior, migrate temporary-table rendering, and test type-sensitive fallback without super-method coupling.
method:org.hibernate.dialect.Dialect#getColumnDefaultString(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Default-expression normalization is column-definition rendering behavior and must compose with nullability and generated-column clause ordering.	ColumnDefinitionSupport default-expression renderer		Phase 5	One Spanner override and one DDL consumer were observed; preserve conditional parenthesization and test already-parenthesized and unparenthesized expressions.
method:org.hibernate.dialect.Dialect#generatedAs(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Generated-column clause rendering is coupled to type presence and nullability placement and should not remain a free-standing Dialect string hook.	ColumnDefinitionSupport generated-expression renderer composed with generated-column ordering policy		Phase 5	Fifteen overrides and four consumers were observed; preserve standard, stored, virtual, computed, and version-dependent forms and test provider delegation through supported family composition.
method:org.hibernate.dialect.Dialect#requiresNotNullBeforeDefault()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	A Boolean ordering exception is meaningful only while composing default, generated, and nullability fragments and permits consumers to reconstruct an incomplete grammar.	ColumnDefinitionSupport explicit clause-order policy for nullability, default, and generated clauses		Phase 5	One Spanner override and one DDL consumer were observed; preserve NOT NULL before DEFAULT and test standard and Spanner orderings as complete column definitions.
method:org.hibernate.dialect.Dialect#supportsNotNullAfterGeneratedAs()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Whether nullability may follow a generated clause is another generated-column ordering rule and should be represented alongside type presence and clause order.	ColumnDefinitionSupport generated-column nullability policy		Phase 5	Four overrides and one DDL consumer were observed; preserve DB2, MariaDB, PostgreSQL, and Spanner omission behavior and test nullable and non-null generated columns.
method:org.hibernate.dialect.Dialect#supportsTemporaryTables()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	A single Boolean cannot represent independent local, global, and persistent temporary-table strategies and is already superseded by strategy presence.	Non-null getLocalTemporaryTableStrategy(), getGlobalTemporaryTableStrategy(), or getPersistentTemporaryTableStrategy() results		Phase 5	Deprecated for removal since 7.1 with two community overrides and no consumers; remove directly, migrate capability assertions to strategy presence, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsTemporaryTablePrimaryKey()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	Primary-key support varies by temporary-table kind and is already a capability of the selected TemporaryTableStrategy.	TemporaryTableStrategy#supportsTemporaryTablePrimaryKey()		Phase 5	Deprecated for removal since 7.1 with three community overrides and one legacy-strategy consumer; migrate the overrides into the corresponding strategies and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getTemporaryTableCreateCommand()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	The create command is strategy-specific and the Dialect method exists only for the deprecated legacy adapter.	TemporaryTableStrategy#getTemporaryTableCreateCommand()		Phase 5	Deprecated for removal since 7.1 with thirteen overrides and two legacy consumers; migrate all provider behavior to local, global, or persistent strategies and test each selected kind.
method:org.hibernate.dialect.Dialect#getTemporaryTableCreateOptions()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	Create options depend on the selected temporary-table kind and are already supplied by TemporaryTableStrategy.	TemporaryTableStrategy#getTemporaryTableCreateOptions()		Phase 5	Deprecated for removal since 7.1 with thirteen overrides and two legacy consumers; preserve nullable no-options semantics, migrate family strategies, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getTemporaryTableDropCommand()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	The drop command belongs to the selected lifecycle strategy and the Dialect hook only supports the obsolete legacy path.	TemporaryTableStrategy#getTemporaryTableDropCommand()		Phase 5	Deprecated for removal since 7.1 with four overrides and two legacy consumers; preserve DROP TABLE and database-specific variants through strategy tests and Migration Guide guidance.
method:org.hibernate.dialect.Dialect#getTemporaryTableTruncateCommand()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	Cleanup rendering varies by temporary-table strategy and already has a strategy-owned contract.	TemporaryTableStrategy#getTemporaryTableTruncateCommand()		Phase 5	Deprecated for removal since 7.1 with two HANA overrides and two legacy consumers; preserve DELETE FROM and TRUNCATE variants through the HANA global strategy and add migration guidance.
method:org.hibernate.dialect.Dialect#getCreateTemporaryTableColumnAnnotation(int)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	Per-column temporary-table annotations depend on the selected strategy and are already rendered through its type-aware method.	TemporaryTableStrategy#getCreateTemporaryTableColumnAnnotation(int)		Phase 5	Deprecated for removal since 7.1 with two SQL Server overrides and one legacy consumer; migrate COLLATE DATABASE_DEFAULT behavior and test relevant SQL type codes.
method:org.hibernate.dialect.Dialect#getTemporaryTableAfterUseAction()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	After-use lifecycle is strategy-specific and the Dialect method cannot describe different actions for multiple supported table kinds.	TemporaryTableStrategy#getTemporaryTableAfterUseAction()		Phase 5	Deprecated for removal since 7.1 with nine overrides and one legacy consumer; migrate CLEAN, DROP, and NONE behavior to the corresponding strategies and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getTemporaryTableBeforeUseAction()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	Before-use lifecycle is strategy-specific and already participates directly in temporary-table execution through TemporaryTableStrategy.	TemporaryTableStrategy#getTemporaryTableBeforeUseAction()		Phase 5	Deprecated for removal since 7.1 with twelve overrides and one legacy consumer; migrate CLEAN and NONE behavior, remove LegacyTemporaryTableStrategy, and test execution lifecycle ordering.
method:org.hibernate.dialect.Dialect#supportsCommentOn()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	A global Boolean for standalone COMMENT ON syntax must be combined with empty-string probes of two inline-rendering hooks to determine the actual comment path.	A supported CommentSupport strategy selecting NONE, INLINE, or STATEMENT placement per schema-object target		Phase 5	Twenty-two overrides and two exporter consumers were observed; represent table, column, and user-defined-type targets explicitly and test standalone, inline, and unsupported paths without sentinel-string probing.
method:org.hibernate.dialect.Dialect#getTableComment(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	An empty inline fragment currently doubles as a signal to generate a standalone statement, coupling rendering and capability through string inspection.	CommentSupport rendering from an immutable table CommentRequest according to explicit placement		Phase 5	Five overrides and two table-exporter consumers were observed; preserve HANA, MySQL, and SingleStore inline syntax and test coexistence with table type/options suffixes.
method:org.hibernate.dialect.Dialect#getColumnComment(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Column-comment placement and rendering are part of the same target-aware comment feature and should not be exposed as a second sentinel-returning Dialect method.	CommentSupport rendering from an immutable column CommentRequest according to explicit placement		Phase 5	Five overrides and two DDL consumers were observed; preserve inline column comments and qualified standalone COMMENT ON COLUMN commands and test escaping and absent comments.
method:org.hibernate.dialect.Dialect#supportsTableOptions()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REMOVE	The deprecated capability has no override or consumer and therefore describes no Hibernate or provider behavior.			Phase 5	Deprecated for removal since 7.1 with no observed usage; remove directly and add a versioned Migration Guide entry.
